ano_saeb;codigo_inep;nome_escola;municipio;status_matching;fonte_saeb;observacao
2009;41068998;NOVO SARANDI C E CEF M;Toledo;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41068998;NOVO SARANDI C E CEF M;Toledo;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41068998;NOVO SARANDI C E CEF M;Toledo;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41068998;NOVO SARANDI C E CEF M;Toledo;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41068998;NOVO SARANDI C E CEF M;Toledo;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41068998;NOVO SARANDI C E CEF M;Toledo;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41068998;NOVO SARANDI C E CEF M;Toledo;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41068998;NOVO SARANDI C E CEF M;Toledo;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41068998;NOVO SARANDI C E CEF M;Toledo;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41070224;ALBERTO S DUMONT C EEF M N PROFIS;Cafelândia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41070224;ALBERTO S DUMONT C EEF M N PROFIS;Cafelândia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41070224;ALBERTO S DUMONT C EEF M N PROFIS;Cafelândia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41070224;ALBERTO S DUMONT C EEF M N PROFIS;Cafelândia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41070224;ALBERTO S DUMONT C EEF M N PROFIS;Cafelândia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41070224;ALBERTO S DUMONT C EEF M N PROFIS;Cafelândia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41070224;ALBERTO S DUMONT C EEF M N PROFIS;Cafelândia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41070224;ALBERTO S DUMONT C EEF M N PROFIS;Cafelândia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41070224;ALBERTO S DUMONT C EEF M N PROFIS;Cafelândia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41070224;ALBERTO S DUMONT C EEF M N PROFIS;Cafelândia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41070224;ALBERTO S DUMONT C EEF M N PROFIS;Cafelândia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41070585;CARLOS A CAMARGO C E CMEF M PROFIS;Capitão Leônidas Marques;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41070585;CARLOS A CAMARGO C E CMEF M PROFIS;Capitão Leônidas Marques;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41070585;CARLOS A CAMARGO C E CMEF M PROFIS;Capitão Leônidas Marques;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41070585;CARLOS A CAMARGO C E CMEF M PROFIS;Capitão Leônidas Marques;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41070585;CARLOS A CAMARGO C E CMEF M PROFIS;Capitão Leônidas Marques;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41070585;CARLOS A CAMARGO C E CMEF M PROFIS;Capitão Leônidas Marques;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41070585;CARLOS A CAMARGO C E CMEF M PROFIS;Capitão Leônidas Marques;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41070585;CARLOS A CAMARGO C E CMEF M PROFIS;Capitão Leônidas Marques;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41070585;CARLOS A CAMARGO C E CMEF M PROFIS;Capitão Leônidas Marques;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41070585;CARLOS A CAMARGO C E CMEF M PROFIS;Capitão Leônidas Marques;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41070585;CARLOS A CAMARGO C E CMEF M PROFIS;Capitão Leônidas Marques;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41071018;XIV DE NOVEMBRO C E CMEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41071018;XIV DE NOVEMBRO C E CMEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41071018;XIV DE NOVEMBRO C E CMEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41071018;XIV DE NOVEMBRO C E CMEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41071018;XIV DE NOVEMBRO C E CMEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41071018;XIV DE NOVEMBRO C E CMEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41071018;XIV DE NOVEMBRO C E CMEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41071018;XIV DE NOVEMBRO C E CMEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41071018;XIV DE NOVEMBRO C E CMEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41071018;XIV DE NOVEMBRO C E CMEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41071018;XIV DE NOVEMBRO C E CMEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41071409;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41071409;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41071409;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41071409;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41071409;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41071409;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41071409;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41071409;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41071409;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41071409;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41071409;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41071590;JOSE A B ORSO C E CMEF M PROF;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41071590;JOSE A B ORSO C E CMEF M PROF;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41071590;JOSE A B ORSO C E CMEF M PROF;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41071590;JOSE A B ORSO C E CMEF M PROF;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41071590;JOSE A B ORSO C E CMEF M PROF;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41071590;JOSE A B ORSO C E CMEF M PROF;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41071590;JOSE A B ORSO C E CMEF M PROF;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41071590;JOSE A B ORSO C E CMEF M PROF;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41071590;JOSE A B ORSO C E CMEF M PROF;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41071590;JOSE A B ORSO C E CMEF M PROF;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41071590;JOSE A B ORSO C E CMEF M PROF;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41071832;MARILIS F PIROTELLI C EEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41071832;MARILIS F PIROTELLI C EEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41071832;MARILIS F PIROTELLI C EEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41071832;MARILIS F PIROTELLI C EEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41071832;MARILIS F PIROTELLI C EEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41071832;MARILIS F PIROTELLI C EEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41071832;MARILIS F PIROTELLI C EEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41071832;MARILIS F PIROTELLI C EEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41071832;MARILIS F PIROTELLI C EEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41071832;MARILIS F PIROTELLI C EEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41071832;MARILIS F PIROTELLI C EEF M;Cascavel;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41072626;AMANCIO MORO C E CM EF M N PROFIS;Corbélia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41072626;AMANCIO MORO C E CM EF M N PROFIS;Corbélia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41072626;AMANCIO MORO C E CM EF M N PROFIS;Corbélia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41072626;AMANCIO MORO C E CM EF M N PROFIS;Corbélia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41072626;AMANCIO MORO C E CM EF M N PROFIS;Corbélia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41072626;AMANCIO MORO C E CM EF M N PROFIS;Corbélia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41072626;AMANCIO MORO C E CM EF M N PROFIS;Corbélia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41072626;AMANCIO MORO C E CM EF M N PROFIS;Corbélia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41072626;AMANCIO MORO C E CM EF M N PROFIS;Corbélia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41072626;AMANCIO MORO C E CM EF M N PROFIS;Corbélia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41072626;AMANCIO MORO C E CM EF M N PROFIS;Corbélia;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41073037;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41073037;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41073037;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41073037;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41073037;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41073037;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41073037;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41073037;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41073037;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41073037;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41073037;OSORIO DUQUE ESTRADA C E CMEF M;Diamante do Sul;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41075919;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41075919;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41075919;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41075919;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2013;41075919;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2015;41075919;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2017;41075919;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2019;41075919;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2021;41075919;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2023;41075919;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2025;41075919;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2005;41076036;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2007;41076036;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2009;41076036;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
2011;41076036;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;CONFIRMADO;INEP/MEC - Divulgação dos Resultados do Ideb e Saeb por Escola (Paraná);Código INEP localizado com sucesso na base oficial de divulgação do SAEB/IDEB do INEP.
